live_id,species,content,label,background
changjia001,服饰鞋履,早点下播,0,该用户可能对直播内容不感兴趣或感到无聊，希望尽快结束观看。
changjia001,服饰鞋履,看得我好饿,0,该用户被直播内容勾起食欲，间接表现出对展示食品的兴趣。
changjia001,服饰鞋履,看得我好饿呀,0,该用户被直播内容勾起食欲，暗示对展示的商品感兴趣。
changjia001,服饰鞋履,我也好饿啊,0,该用户被直播内容勾起食欲，产生了共鸣和想购买的冲动。
changjia001,服饰鞋履,湿气重有祛湿的吗?????,1,该用户可能在询问直播间是否有适合改善湿气重的祛湿产品，表达了一定的购买意向。
changjia001,服饰鞋履,下雨了吗,0,该用户可能是在询问直播中提到的某种产品（如祛湿用品）是否与下雨天气相关，或者暗示自己因天气潮湿而有购买祛湿产品的需求。
changjia001,服饰鞋履,"如花太肥,不喜欢你",0,该用户可能是在吐槽直播内容或主播形象不符合自己的审美偏好，表达对当前展示商品或风格的反感。
changjia001,服饰鞋履,湿气重有祛湿的吗?????,1,该用户可能在询问直播间是否有适合祛湿的产品，表现出对相关商品的潜在购买兴趣。
changjia001,服饰鞋履,回来在干啥,0,该用户可能在疑惑主播为何突然中断或偏离了之前的直播内容，想询问主播当前在做什么或接下来有什么安排。
changjia001,服饰鞋履,唇釉什么时候会有啊?,1,该用户想询问这款唇釉产品的补货或上架时间，表现出对商品的购买意向。
changjia001,服饰鞋履,现在是李宁的应该没有祛湿的[捂脸][捂脸],0,该用户想表达的含义是：当前展示的李宁产品似乎没有祛湿功能，对此感到有些失望或困惑。
changjia001,服饰鞋履,能不能上一下气垫,1,该用户希望主播能尽快安排上架气垫产品。
changjia001,服饰鞋履,还以为是姐夫的堂弟,0,该用户可能是在调侃主播或嘉宾的身份关系，误以为当前出镜的人是“姐夫的堂弟”。
changjia001,服饰鞋履,没出来呢那么厉害[龇牙],0,该用户可能是对主播展示的某款产品效果感到惊讶或调侃，认为其表现超出预期。
changjia001,服饰鞋履,36号短袖面料是面的吗姐,1,该用户想询问36号短袖的面料是否为纯棉材质。
changjia001,服饰鞋履,那什么时候上气垫,1,该用户是在询问气垫产品何时会上架销售，表现出明确的购买意向和对该商品的关注。
changjia001,服饰鞋履,什么时候播护肤?,0,该用户是在询问护肤品相关的商品何时会上架或介绍。
changjia001,服饰鞋履,初中体测拍7号赤兔6还是26号赤兔8,1,该用户是在询问主播关于两款运动鞋（赤兔6和赤兔8）的选购建议，想了解哪款更适合初中体测场景。
changjia001,服饰鞋履,黄色那款防晒衣上了吗?,1,该用户是在询问直播间是否已经上架了黄色款的防晒衣产品，表现出对该商品的关注和购买意向。
changjia001,服饰鞋履,什么时候上气垫,1,该用户是在询问主播气垫产品具体的上架时间，表现出明确的购买意向和对该商品的关注。
changjia001,服饰鞋履,"雨下这么大,还播不冷吗?",0,该用户可能是在关心主播的身体状况，同时委婉地暗示天气不佳可能影响直播效果或观众观看体验。
changjia001,服饰鞋履,上女裤子,1,该用户想表达的含义是：希望主播尽快展示或推荐女款裤子。
